episode,scene,texts,gold_standard
Episode 1017: The Last One (1)," The delivery room at the hospital. Monica, Chandler and Erica 
  are there. Erica is in labor, and she is breathing heavily.","[['Monica', 'Breathe, breathe, breathe... Good.'], ['Chandler', 'Next time, can I say breathe?'], ['Monica', 'No, last time you said it like Dracula, and it scared her! Can \n  I get you anything? You want some more ice chips?']]",0
Episode 1017: The Last One (1)," The delivery room at the hospital. Monica, Chandler and Erica 
  are there. Erica is in labor, and she is breathing heavily.","[['Monica', ""Alright, I'll be right back.""], ['Chandler', 'Where are you going?'], ['Monica', 'To use the bathroom.'], ['Chandler', ""You can't leave me alone with her.""], ['Monica', 'What?'], ['Chandler', 'This is exactly the kind of social situation that I am not \n  comfortable with!'], ['Monica', 'What kind of social situation are you comfortable with?'], ['Chandler', ""It's just that we've never spent any time, you know, alone \n  together.""], ['Monica', ""You'll be fine. Nah, you won't, but I'll be back in two \n  minutes.""], ['Chandler', 'Okay.']]",0
Episode 1017: The Last One (1)," The Hospital. Erica is moaning and about to give birth. 
  Monica, Chandler, a nurse and a doctor are there with her.","[['Chandler', ""I'm okay.""], ['Monica', ""Chandler, you don't wanna miss this. This is the birth of your \n  child! It's the miracle of life!""], ['Chandler', 'Alright. Wow, that is one disgusting miracle.']]",1
Episode 1017: The Last One (1)," The Hospital. Erica is moaning and about to give birth. 
  Monica, Chandler, a nurse and a doctor are there with her.","[['Monica', ""It's a... It's a boy!""], ['Chandler', 'Wow!']]",1
Episode 1017: The Last One (1)," The Hospital. Erica is moaning and about to give birth. 
  Monica, Chandler, a nurse and a doctor are there with her.","[['Monica', 'Oh, you did it!'], ['Chandler', ""(emotional) It's a baby! A beautiful little baby! And some\n  other stuff I'm gonna pretend I don't see.""]]",1
Episode 1017: The Last One (1)," The Hospital. Erica is moaning and about to give birth. 
  Monica, Chandler, a nurse and a doctor are there with her.","[['Chandler', ""Well, that's spongy.""], ['Monica', ""(to her son) Oh, hey handsome! Oh, I'm gonna love you so much\n  that no woman is ever gonna be good enough for you! (To Chandler, on\n  the verge of tears) Oh, we are so lucky!""], ['Chandler', 'I know. He has your eyes.']]",1
Episode 1017: The Last One (1)," The Hospital. Erica is moaning and about to give birth. 
  Monica, Chandler, a nurse and a doctor are there with her.","[['Chandler', 'Okay.'], ['Monica', ""(To Erica) Oh my God, he's beautiful. Thank you so much.""]]",0
Episode 1017: The Last One (1), The hospital. Continued from earlier.,"[['Chandler', 'Well, gosh. That makes me feel so special and good.'], ['Monica', '(to the doctor) Wait, did you know it was twins?']]",0
Episode 1017: The Last One (1), The hospital. Continued from earlier.,"[['Chandler', 'What do we do?'], ['Monica', 'What do you mean ""what do we do""?'], ['Chandler', '(panicking) Twins! Twins!!'], ['Monica', ""Chandler, you're panicking!""], ['Chandler', ""Uh-huh! Join me, won't you?! Okay, what do you say we keep\n  one, and then just like have an option on the other one?""], ['Monica', ""We can't split them up!""], ['Chandler', ""Why not? We could give each of them half a medallion, and \n  then years later, they'll find each other and be reunited. I mean, \n  that's a great day for everybody.""], ['Monica', 'Okay, what if the person who adopts the other one is horrible?'], ['Chandler', ""What if they're not? What if it's adopted by a king?""], ['Monica', 'Yeah, because I hear the king is looking to adopt.'], ['Chandler', 'Monica, we are not ready to have two babies!'], ['Monica', 'That doesn\'t matter! We have waited so long for this. I don\'t \n  care if it\'s two babies. I don\'t care if it\'s three babies! I don\'t \n  care if the entire cast of ""Eight is Enough"" comes out of there! We \n  are taking them home, because they are our children!'], ['Chandler', '(smiles) Okay. Shhh...']]",1
Episode 1017: The Last One (1), The hospital. Continued from earlier.,"[['Chandler', 'Okay.'], ['Monica', 'Okay!'], ['Chandler', 'Okay!']]",0
Episode 1017: The Last One (1)," The hospital. Monica and Chandler are holding the twins, while
  two nurses are taking care of Erica.","[['Monica', 'Do you think they recognize each other from in there?'], ['Chandler', ""Maybe. Unless they're like two people who have lived in \n  apartments next to each other for years, and then one day they're \n  pushed through a vagina and they meet.""]]",0
Episode 1017: The Last One (1)," The hospital. Monica and Chandler are holding the twins, while
  two nurses are taking care of Erica.","[['Chandler', 'Bye!'], ['Monica', ""We'll call you!""]]",0
Episode 1017: The Last One (1)," The hospital. Monica and Chandler are holding the twins, while
  two nurses are taking care of Erica.","[['Monica', 'Oh, look at these little bunnies!'], ['Chandler', 'I know! You ready to trade?'], ['Monica', 'Okay.'], ['Chandler', 'Okay.'], ['Monica', ""Alright, let's see..""]]",0
Episode 1017: The Last One (1)," Monica and Chandler's apartment. Joey and Phoebe are there. 
  There is a white crib decorated with balloons in the middle of the 
  apartment. Also, there are boxes all over the apartment. Joey is 
  working on something on the coffee table.","[['Chandler', 'We could trade later.'], ['Monica', ""Yeah, I'm good.""]]",0
Episode 1017: The Last One (1)," Monica and Chandler's apartment. Joey and Phoebe are there. 
  There is a white crib decorated with balloons in the middle of the 
  apartment. Also, there are boxes all over the apartment. Joey is 
  working on something on the coffee table.","[['Monica', ""(points at the baby she's holding) This is a boy, (points at \n  the baby Chandler is holding) and that's a girl.""], ['Chandler', 'Her name is Erica.']]",0
Episode 1017: The Last One (1)," Monica and Chandler's apartment. Joey and Phoebe are there. 
  There is a white crib decorated with balloons in the middle of the 
  apartment. Also, there are boxes all over the apartment. Joey is 
  working on something on the coffee table.","[['Chandler', ""Yeah. It's a shame you two didn't get to spend more time\n  together.""], ['Monica', 'Yeah, we named the boy Jack after dad.']]",0
Episode 1017: The Last One (1)," Monica and Chandler's apartment. Joey and Phoebe are there. 
  There is a white crib decorated with balloons in the middle of the 
  apartment. Also, there are boxes all over the apartment. Joey is 
  working on something on the coffee table.","[['Monica', 'I love you.'], ['Chandler', 'I love you.'], ['Monica', 'Call us when you get there.']]",1
Episode 1017: The Last One (1), Joey's apartment. Joey is still looking for the birds.,"[['Chandler', 'Really? You got us a chick and a duck?'], ['Monica', 'Oh, great! Just what you want for a new house with infants.\n  Bird feces.']]",0
Episode 1017: The Last One (1), Joey's apartment. Joey is still looking for the birds.,"[['Chandler', ""Oh, don't worry, we'll find them.""], ['Monica', ""Actually, I'm gonna go check on the twins.""], ['Chandler', 'Alright.']]",0
